card_id,name,set_code,supertype,subtypes,hp,types,evolves_from,retreat_cost,weaknesses,rarity,attacks_json,abilities_json,flavor_text
gym2-15,Rocket's Zapdos,gym2,Pokémon,Basic,70,Lightning,,Colorless|Colorless,,Rare Holo,"[{""name"": ""Plasma"", ""cost"": [""Lightning""], ""damage"": ""20"", ""text"": ""If there are any Lightning Energy cards in your discard pile, attach 1 of them to Rocket's Zapdos.""}, {""name"": ""Electroburn"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning"", ""Colorless""], ""damage"": ""70"", ""text"": ""Rocket's Zapdos does damage to itself equal to 10 times the number of Lightning Energy cards attached to it.""}]",[],
gym2-16,Sabrina's Alakazam,gym2,Pokémon,Stage 2,80,Psychic,Sabrina's Kadabra,Colorless|Colorless|Colorless,Psychic,Rare Holo,"[{""name"": ""Mega Burn"", ""cost"": [""Psychic"", ""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""60"", ""text"": ""You can't use this attack during your next turn.""}]","[{""name"": ""Psylink"", ""type"": ""Pokémon Power"", ""text"": ""Sabrina's Alakazam always has a copy of every attack your Psychic Pokémon in play have (including their Energy costs and anything else required in order to use those attacks, such as discarding Energy cards). This power can't be used if Sabrina's Alakazam is Asleep, Confused, or Paralyzed.""}]",
gym2-17,Blaine,gym2,Trainer,,,,,,,Rare Holo,[],[],
gym2-18,Giovanni,gym2,Trainer,,,,,,,Rare Holo,[],[],
gym2-19,Koga,gym2,Trainer,,,,,,,Rare Holo,[],[],
gym2-20,Sabrina,gym2,Trainer,,,,,,,Rare Holo,[],[],
gym2-21,Blaine's Ninetales,gym2,Pokémon,Stage 1,60,Fire,Blaine's Vulpix,Colorless|Colorless,Water,Rare,"[{""name"": ""Burn Up"", ""cost"": [""Fire"", ""Fire""], ""damage"": ""50"", ""text"": ""Flip a coin. If tails, discard all Fire Energy cards attached to Blaine's Ninetales.""}]","[{""name"": ""Healing Fire"", ""type"": ""Pokémon Power"", ""text"": ""Whenever you attach a Fire Energy card from your hand to Blaine's Ninetales, remove 1 damage counter from it, if it has any. This power stops working when Blaine's Ninetales is Asleep, Confused, or Paralyzed.""}]",
gym2-22,Brock's Dugtrio,gym2,Pokémon,Stage 1,60,Fighting,Brock's Diglett,Colorless,Grass,Rare,"[{""name"": ""Lie Low"", ""cost"": [""Fighting""], ""damage"": """", ""text"": ""All damage done to Brock's Dugtrio during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).""}, {""name"": ""Earthdrill"", ""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""damage"": ""60"", ""text"": ""This attack can't be used unless Brock's Dugtrio used its Lie Low attack last turn.""}]",[],
gym2-23,Giovanni's Nidoqueen,gym2,Pokémon,Stage 2,100,Grass,Giovanni's Nidorina,Colorless|Colorless|Colorless,Psychic,Rare,"[{""name"": ""Mega Kick"", ""cost"": [""Grass"", ""Grass"", ""Colorless""], ""damage"": ""40"", ""text"": """"}, {""name"": ""Love Lariat"", ""cost"": [""Grass"", ""Grass"", ""Colorless"", ""Colorless""], ""damage"": ""50+"", ""text"": ""Flip a coin. If heads, this attack does 50 damage plus 50 more damage if you have at least 1 Giovanni's Nidoking on your Bench. If tails, this attack does nothing.""}]",[],
gym2-24,Giovanni's Pinsir,gym2,Pokémon,Basic,70,Grass,,Colorless|Colorless,Fire,Rare,"[{""name"": ""Snapping Pincers"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.""}, {""name"": ""Overhead Toss"", ""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""damage"": ""40"", ""text"": ""If you have any Benched Pokémon, flip a coin. If tails, choose 1 of your Benched Pokémon. This attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],
gym2-25,Koga's Arbok,gym2,Pokémon,Stage 1,90,Grass,Koga's Ekans,Colorless|Colorless,Psychic,Rare,"[{""name"": ""Poison Buildup"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""Koga's Arbok is now Poisoned.""}, {""name"": ""Poison Power"", ""cost"": [""Grass"", ""Grass""], ""damage"": ""20"", ""text"": ""If Koga's Arbok is Poisoned, this attack's base damage is 40 instead of 20 and the Defending Pokémon is now Poisoned.""}]",[],
gym2-26,Koga's Muk,gym2,Pokémon,Stage 1,80,Grass,Koga's Grimer,Colorless|Colorless|Colorless,Psychic,Rare,"[{""name"": ""Sludge Whirlpool"", ""cost"": [""Grass"", ""Grass"", ""Colorless""], ""damage"": ""40"", ""text"": """"}]","[{""name"": ""Energy Drain"", ""type"": ""Pokémon Power"", ""text"": ""If an opponent's attack does damage to Koga's Muk (even if Koga's Muk is Knocked Out), flip a coin. If heads and if it has any, choose 1 Energy card attached to the attacking Pokémon and discard it. This power can't be used if Koga's Muk is already Asleep, Confused, or Paralyzed when your opponent attacks.""}]",
gym2-27,Koga's Pidgeotto,gym2,Pokémon,Stage 1,60,Colorless,Koga's Pidgey,,Lightning,Rare,"[{""name"": ""Quick Turn"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30×"", ""text"": ""Flip 2 coins. This attack does 30 damage times the number of heads.""}, {""name"": ""Aerial Maneuvers"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Flip a coin. If heads, this attack does 10 damage plus 30 more damage, and, during your opponent's next turn, prevent all effects of attacks, including damage, done to Koga's Pidgeotto. If tails, this attack does 10 damage.""}]",[],
gym2-28,Lt. Surge's Jolteon,gym2,Pokémon,Stage 1,70,Lightning,Lt. Surge's Eevee,Colorless,Fighting,Rare,"[{""name"": ""High Voltage"", ""cost"": [""Lightning"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, your opponent can't play Trainer cards during his or her next turn.""}, {""name"": ""Thunder Flare"", ""cost"": [""Lightning"", ""Lightning"", ""Lightning""], ""damage"": ""30+"", ""text"": ""Does 30 damage plus 10 damage times the number of damage counters on Lt. Surge's Jolteon, then flip a coin. If tails, Lt. Surge's Jolteon does 30 damage to itself.""}]",[],
gym2-29,Sabrina's Gengar,gym2,Pokémon,Stage 2,90,Psychic,Sabrina's Haunter,Colorless|Colorless,,Rare,"[{""name"": ""Dark Wave"", ""cost"": [""Psychic"", ""Psychic""], ""damage"": ""20"", ""text"": ""All Pokémon Powers stop working until the end of your opponent's next turn.""}, {""name"": ""Shadow Bind"", ""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""damage"": ""40"", ""text"": ""The Defending Pokémon can't retreat during your opponent's next turn.""}]",[],
gym2-30,Sabrina's Golduck,gym2,Pokémon,Stage 1,70,Water,Sabrina's Psyduck,Colorless|Colorless,Lightning,Rare,"[{""name"": ""Damage Shift"", ""cost"": [""Psychic"", ""Psychic""], ""damage"": """", ""text"": ""Move 1 damage counter from each of your Pokémon that has any on it to the Defending Pokémon. (Don't apply Weakness and Resistance.)""}, {""name"": ""Water Spray"", ""cost"": [""Water"", ""Colorless"", ""Colorless""], ""damage"": ""20+"", ""text"": ""Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.""}]",[],
gym2-31,Blaine's Charmeleon,gym2,Pokémon,Stage 1,70,Fire,Blaine's Charmander,Colorless|Colorless,Water,Uncommon,"[{""name"": ""Fire Claws"", ""cost"": [""Fire"", ""Fire""], ""damage"": ""30"", ""text"": """"}, {""name"": ""Bonfire"", ""cost"": [""Fire"", ""Fire"", ""Fire""], ""damage"": """", ""text"": ""Flip 3 coins. For each heads, discard 1 Fire Energy card attached to Blaine's Charmeleon. If you can't discard Energy cards, this attack does nothing. This attack does 10 damage times the number of heads to each of your opponent's Pokémon. Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)""}]",[],
gym2-32,Blaine's Dodrio,gym2,Pokémon,Stage 1,70,Colorless,Blaine's Doduo,Colorless,Lightning,Uncommon,"[{""name"": ""Mega Peck"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""50"", ""text"": ""Flip a coin. If tails, this attack does nothing.""}]",[],
gym2-33,Blaine's Rapidash,gym2,Pokémon,Stage 1,70,Fire,Blaine's Ponyta,,Water,Uncommon,"[{""name"": ""Fire Mane"", ""cost"": [""Fire""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Stamp"", ""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""damage"": ""30+"", ""text"": ""Flip a coin. If heads, this attack does 30 damage plus 10 more damage (to the Defending Pokémon) and 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) If tails, this attack does 30 damage (to the Defending Pokémon).""}]",[],
gym2-34,Brock's Graveler,gym2,Pokémon,Stage 1,70,Fighting,Brock's Geodude,Colorless|Colorless,Grass,Uncommon,"[{""name"": ""Tackle"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Detonate"", ""cost"": [""Fighting"", ""Fighting"", ""Fighting""], ""damage"": ""50"", ""text"": ""Does 10 damage to each Pokémon on each player's bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Brock's Graveler does 50 damage to itself. If there is a Stadium card in play, discard it.""}]",[],
gym2-35,Brock's Primeape,gym2,Pokémon,Stage 1,70,Fighting,Brock's Mankey,Colorless,Psychic,Uncommon,"[{""name"": ""Mega Thrash"", ""cost"": [""Fighting"", ""Fighting"", ""Fighting""], ""damage"": ""60"", ""text"": ""Brock's Primeape does 20 damage to itself. If there is a Stadium card in play, discard it.""}]","[{""name"": ""Scram"", ""type"": ""Pokémon Power"", ""text"": ""If Brock's Primeape ever has exactly 10 HP left, shuffle it and all cards attached to it into your deck. This power stops working while Brock's Primeape is Asleep, Confused, or Paralyzed.""}]",
gym2-36,Brock's Sandslash,gym2,Pokémon,Stage 1,70,Fighting,Brock's Sandshrew,Colorless,Grass,Uncommon,"[{""name"": ""Swift"", ""cost"": [""Fighting"", ""Colorless""], ""damage"": ""20"", ""text"": ""This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.""}, {""name"": ""Needle Ball"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}]",[],
gym2-37,Brock's Vulpix,gym2,Pokémon,Basic,50,Fire,,Colorless,Water,Uncommon,"[{""name"": ""Hypnotic Gaze"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""The Defending Pokémon is now Asleep.""}, {""name"": ""Fire Ring"", ""cost"": [""Fire"", ""Fire""], ""damage"": ""20"", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],
gym2-38,Erika's Bellsprout,gym2,Pokémon,Basic,40,Grass,,Colorless,Fire,Uncommon,"[{""name"": ""Stretch Vine"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""Choose 1 of your opponent's Benched Pokémon, and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{""name"": ""Soak Up"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), you may take up to 2 Grass Energy cards attached to your other Pokémon and attach them to Erika's Bellsprout. This power can't be used if Erika's Bellsprout is Asleep, Confused, or Paralyzed.""}]",
gym2-39,Erika's Bulbasaur,gym2,Pokémon,Basic,50,Grass,,Colorless,Fire,Uncommon,"[{""name"": ""Sleep Seed"", ""cost"": [""Grass""], ""damage"": ""10"", ""text"": ""The Defending Pokémon is now Asleep.""}, {""name"": ""Errand-Running"", ""cost"": [""Grass"", ""Grass""], ""damage"": """", ""text"": ""Flip a coin. If heads, you may search your deck for a Trainer card. Show it to your opponent and put it into your hand. Shuffle your deck afterward.""}]",[],
gym2-40,Erika's Clefairy,gym2,Pokémon,Basic,50,Colorless,,Colorless,Fighting,Uncommon,"[{""name"": ""Lunar Power"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, search your deck for a card that evolves from 1 of your Benched Pokémon and put that card on that Pokémon. (This counts as evolving that Pokémon.) Shuffle your deck afterward.""}, {""name"": ""Moon Kick"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],
gym2-41,Erika's Ivysaur,gym2,Pokémon,Stage 1,60,Grass,Erika's Bulbasaur,Colorless|Colorless,Fire,Uncommon,"[{""name"": ""Double Razor Leaf"", ""cost"": [""Grass"", ""Grass"", ""Grass""], ""damage"": ""40×"", ""text"": ""Flip 2 coins. This attack does 40 damage times the number of heads.""}]","[{""name"": ""Relaxing Scent"", ""type"": ""Pokémon Power"", ""text"": ""As long as Erika's Ivysaur is your Active Pokémon, whenever an attack (even your own) does damage to any Pokémon (after applying Weakness and Resistance), that attack only does half the damage to that Pokémon (rounded up to the nearest 10). (Any other effects of attacks still happen.) This power stops working while Erika's Ivysaur is Asleep, Confused, or Paralyzed.""}]",
gym2-42,Giovanni's Machoke,gym2,Pokémon,Stage 1,80,Fighting,Giovanni's Machop,Colorless|Colorless,Psychic,Uncommon,"[{""name"": ""Risky Attack"", ""cost"": [""Fighting""], ""damage"": ""60"", ""text"": ""Flip a coin. If tails, this attack does no damage to the Defending Pokémon and Giovanni's Machoke does 100 damage to itself.""}, {""name"": ""Headlock"", ""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""damage"": ""20+"", ""text"": ""Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Paralyzed. If tails, this attack does 20 damage.""}]",[],
gym2-43,Giovanni's Meowth,gym2,Pokémon,Basic,40,Colorless,,Colorless,Fighting,Uncommon,"[{""name"": ""False Charity"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, look at the top card of your opponent's deck. If it's a Trainer card, put it in your opponent's discard pile; otherwise, put it into his or her hand.""}, {""name"": ""Double Scratch"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20×"", ""text"": ""Flip 2 coins. This attack does 20 damage times the number of heads.""}]",[],
gym2-44,Giovanni's Nidorina,gym2,Pokémon,Stage 1,80,Grass,Giovanni's Nidoran ♀,Colorless|Colorless,Psychic,Uncommon,"[{""name"": ""Poison Sting Tackle"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""30"", ""text"": ""Giovanni's Nidorina does 20 damage to itself. Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}, {""name"": ""Body Slam"", ""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}]",[],
gym2-45,Giovanni's Nidorino,gym2,Pokémon,Stage 1,70,Grass,Giovanni's Nidoran ♂,Colorless|Colorless,Psychic,Uncommon,"[{""name"": ""Rend"", ""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""damage"": ""20+"", ""text"": ""If the Defending Pokémon already has any damage counters on it, this attack does 20 damage plus 20 more damage. If not, this attack does 20 damage.""}]",[],
gym2-46,Koga's Golbat,gym2,Pokémon,Stage 1,60,Grass,Koga's Zubat,,Psychic,Uncommon,"[{""name"": ""Bite"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Sonic Scream"", ""cost"": [""Grass"", ""Grass"", ""Grass""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}]",[],
gym2-47,Koga's Kakuna,gym2,Pokémon,Stage 1,60,Grass,Koga's Weedle,Colorless|Colorless,Fire,Uncommon,"[{""name"": ""Toxic Secretion"", ""cost"": [""Grass""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).""}]","[{""name"": ""Emerge"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), you may flip a coin. If heads, search your deck for an Evolution card named Koga's Beedrill and put it on Koga's Kakuna. (This counts as evolving Koga's Kakuna.) Shuffle your deck afterward. This power can't be used if Koga's Kakuna is Asleep, Confused, or Paralyzed.""}]",
gym2-48,Koga's Koffing,gym2,Pokémon,Basic,50,Grass,,Colorless,Psychic,Uncommon,"[{""name"": ""Smokescreen"", ""cost"": [""Grass""], ""damage"": ""10"", ""text"": ""If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.""}, {""name"": ""Obscuring Gas"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, shuffle Koga's Koffing and all cards attached to it into your deck (after doing damage).""}]",[],
gym2-49,Koga's Pidgey,gym2,Pokémon,Basic,40,Colorless,,Colorless,Lightning,Uncommon,"[{""name"": ""Messenger"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Put Koga's Pidgey and all cards attached to it on top of your deck. Then search your deck for any Basic Pokémon or Evolution card not named Koga's Pidgey. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.""}, {""name"": ""Wing Attack"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],
gym2-50,Koga's Weezing,gym2,Pokémon,Stage 1,70,Grass,Koga's Koffing,Colorless|Colorless,Psychic,Uncommon,"[{""name"": ""Spontaneous Explosion"", ""cost"": [""Grass"", ""Grass""], ""damage"": ""10+"", ""text"": ""Flip a coin. If heads, this attack does 10 damage plus 30 more damage and Koga's Weezing does 30 damage to itself; if tails, this attack does 10 damage.""}, {""name"": ""Toxic Cloud"", ""cost"": [""Grass"", ""Grass"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).""}]",[],
gym2-51,Lt. Surge's Eevee,gym2,Pokémon,Basic,40,Colorless,,Colorless,Fighting,Uncommon,"[{""name"": ""Surprise"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Look at a random card from your opponent's hand. Your opponent shuffles that card into his or her deck.""}, {""name"": ""Scratch"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],
gym2-52,Lt. Surge's Electrode,gym2,Pokémon,Stage 1,70,Lightning,Lt. Surge's Voltorb,Colorless|Colorless,Fighting,Uncommon,"[{""name"": ""Power Ball"", ""cost"": [""Lightning"", ""Lightning"", ""Colorless""], ""damage"": ""30+"", ""text"": ""Flip 3 coins. This attack does 30 damage plus 10 more damage for each heads.""}]","[{""name"": ""Shock Blast"", ""type"": ""Pokémon Power"", ""text"": ""If Lt. Surge's Electrode is your Active Pokémon and gets damaged (even if it's Knocked Out), flip a coin. If tails, this power does 20 damage to each Active Pokémon. This power works even if Lt. Surge's Electrode is already Asleep, Confused, or Paralyzed when it takes damage.""}]",
gym2-53,Lt. Surge's Raticate,gym2,Pokémon,Stage 1,60,Colorless,Lt. Surge's Rattata,Colorless,Fighting,Uncommon,"[{""name"": ""Focus Energy"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""During your next turn, Lt. Surge's Raticate's Double-edge attack's damage (base damage and damage to itself) is doubled.""}, {""name"": ""Double-edge"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""40"", ""text"": ""Lt. Surge's Raticate does 20 damage to itself.""}]",[],
gym2-54,Misty's Dewgong,gym2,Pokémon,Stage 1,80,Water,Misty's Seel,Colorless|Colorless,Lightning,Uncommon,"[{""name"": ""Ice Throw"", ""cost"": [""Water"", ""Water""], ""damage"": ""20"", ""text"": ""If the Defending Pokémon is Fighting, this attack's base damage is doubled.""}, {""name"": ""Take Down"", ""cost"": [""Water"", ""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""60"", ""text"": ""Misty's Dewgong does 20 damage to itself.""}]",[],
gym2-55,Sabrina's Haunter,gym2,Pokémon,Stage 1,70,Psychic,Sabrina's Gastly,,,Uncommon,"[{""name"": ""Nightmare"", ""cost"": [""Psychic"", ""Psychic""], ""damage"": ""20"", ""text"": ""The Defending Pokémon is now Asleep.""}, {""name"": ""Shadow Attack"", ""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""damage"": """", ""text"": ""Flip a coin. If heads, and if your opponent has any Benched Pokémon, choose 1 of them and this attack does 30 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],
gym2-56,Sabrina's Hypno,gym2,Pokémon,Stage 1,70,Psychic,Sabrina's Drowzee,Colorless|Colorless,Psychic,Uncommon,"[{""name"": ""Invigorate"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""Choose 1 Basic Pokémon in any player's discard pile. Put it onto that player's Bench. Put a number of damage counters on that Pokémon equal to half its HP (rounded down to the nearest 10). (You can't put a Pokémon on a Bench that's full.)""}, {""name"": ""Pendulum Curse"", ""cost"": [""Psychic"", ""Psychic""], ""damage"": ""20×"", ""text"": ""Flip a number of coins equal to the number of damage counters on the Defending Pokémon. This attack does 20 damage times the number of heads.""}]",[],
gym2-57,Sabrina's Jynx,gym2,Pokémon,Basic,60,Psychic,,Colorless,Psychic,Uncommon,"[{""name"": ""Helping Hand"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""Choose 1 of your opponent's Pokémon. Remove any number of damage counters from that Pokémon, then draw that many cards.""}, {""name"": ""Hug"", ""cost"": [""Psychic"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon can't retreat during your opponent's next turn.""}]",[],
gym2-58,Sabrina's Kadabra,gym2,Pokémon,Stage 1,70,Psychic,Sabrina's Abra,Colorless,Psychic,Uncommon,"[{""name"": ""Life Drain"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""Flip a coin. If heads, put a number of damage counters on the Defending Pokémon so that its remaining HP are 10.""}, {""name"": ""Psyshot"", ""cost"": [""Psychic"", ""Colorless"", ""Colorless""], ""damage"": ""30"", ""text"": """"}]",[],
gym2-59,Sabrina's Mr. Mime,gym2,Pokémon,Basic,60,Psychic,,Colorless,Psychic,Uncommon,"[{""name"": ""Magic Darts"", ""cost"": [""Psychic"", ""Colorless""], ""damage"": """", ""text"": ""Choose 1 of your opponent's Pokémon and flip 3 coins. This attack does 10 damage times the number of heads to that Pokémon. Don't apply Weakness and Resistance for this attack.""}]",[],
gym2-60,Blaine's Charmander,gym2,Pokémon,Basic,50,Fire,,Colorless,Water,Common,"[{""name"": ""Fire Tail Slap"", ""cost"": [""Fire""], ""damage"": ""20"", ""text"": ""Use this attack only if there are any Fire Energy cards attached to Blaine's Charmander. Flip a coin. If tails, discard 1 of those cards.""}]",[],
gym2-61,Blaine's Doduo,gym2,Pokémon,Basic,50,Colorless,,,Lightning,Common,"[{""name"": ""Wild Kick"", ""cost"": [""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If tails, this attack does nothing.""}, {""name"": ""Retaliate"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""10×"", ""text"": ""Does 10 damage times the number of damage counters on Blaine's Doduo.""}]",[],
gym2-62,Blaine's Growlithe,gym2,Pokémon,Basic,60,Fire,,Colorless,Water,Common,"[{""name"": ""Stoke"", ""cost"": [""Fire""], ""damage"": """", ""text"": ""Search your deck for a Fire Energy card and attach it to Blaine's Growlithe. Shuffle your deck afterward.""}, {""name"": ""Body Slam"", ""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}]",[],
gym2-63,Blaine's Mankey,gym2,Pokémon,Basic,40,Fighting,,,Psychic,Common,"[{""name"": ""Pranks"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, choose a card from your opponent's discard pile and put it on top of his or her deck.""}, {""name"": ""Fury Swipes"", ""cost"": [""Fighting""], ""damage"": ""10×"", ""text"": ""Flip 3 coins. This attack does 10 damage times the number of heads.""}]",[],
gym2-64,Blaine's Ponyta,gym2,Pokémon,Basic,50,Fire,,Colorless,Water,Common,"[{""name"": ""Hind Kick"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": ""If you have any Benched Pokémon, flip a coin. If heads, switch Blaine's Ponyta with 1 of your Benched Pokémon.""}]",[],
gym2-65,Blaine's Rhyhorn,gym2,Pokémon,Basic,60,Fighting,,Colorless|Colorless,Grass,Common,"[{""name"": ""Horn Charge"", ""cost"": [""Fighting""], ""damage"": ""30"", ""text"": ""Flip a coin. If tails, this attack does nothing.""}, {""name"": ""Overrun"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads and if your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],
gym2-66,Blaine's Vulpix,gym2,Pokémon,Basic,50,Fire,,Colorless,Water,Common,"[{""name"": ""Bite"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Call Will-o'-the-wisp"", ""cost"": [""Fire""], ""damage"": """", ""text"": ""Flip 3 coins. For each heads, if you have a Fire Energy card in your discard pile, put it into your hand.""}]",[],
gym2-67,Brock's Diglett,gym2,Pokémon,Basic,40,Fighting,,Colorless,Grass,Common,"[{""name"": ""Surprise Attack"", ""cost"": [""Fighting""], ""damage"": ""20"", ""text"": ""Flip a coin. If tails, this attack does nothing.""}, {""name"": ""Tremor"", ""cost"": [""Fighting"", ""Colorless""], ""damage"": ""40"", ""text"": ""Does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],
gym2-68,Brock's Geodude,gym2,Pokémon,Basic,50,Fighting,,Colorless,Grass,Common,"[{""name"": ""Rock Toss"", ""cost"": [""Fighting""], ""damage"": ""10×"", ""text"": ""Flip 3 coins. This attack does 10 damage times the number of heads.""}]",[],
gym2-69,Erika's Jigglypuff,gym2,Pokémon,Basic,50,Colorless,,Colorless,Fighting,Common,"[{""name"": ""Group Therapy"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""You and your opponent remove 1 damage counter from each of your Pokémon with damage counters on them.""}, {""name"": ""Pulled Punch"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""40-"", ""text"": ""If the Defending Pokémon has no damage counters on it, this attack does 40 damage. If it has any damage counters on it, this attack does 10 damage.""}]",[],
gym2-70,Erika's Oddish,gym2,Pokémon,Basic,40,Grass,,Colorless,Fire,Common,"[{""name"": ""Strange Powder"", ""cost"": [""Grass""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused; if tails, the Defending Pokémon is now Asleep.""}]",[],
gym2-71,Erika's Paras,gym2,Pokémon,Basic,50,Grass,,Colorless,Fire,Common,"[{""name"": ""Irongrip"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Poison Spore"", ""cost"": [""Grass"", ""Grass""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned and this attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],
gym2-72,Giovanni's Machop,gym2,Pokémon,Basic,50,Fighting,,Colorless,Psychic,Common,"[{""name"": ""Chop"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Fury Punch"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": ""20×"", ""text"": ""Flip a coin. If heads, this attack does 20 damage times the number of damage counters on Giovanni's Machop.""}]",[],
